name,Price,year,fuel_type,kms_driven,company
Honda Amaze,610000.0,2019,Petrol,10000.0,Honda
Hyundai i20,349000.0,2013,Petrol,68551.0,Hyundai
Tata Tiago,514000.0,2019,Petrol,68766.0,Tata
Tata New Safari,300000.0,2012,Diesel,80000.0,Tata
Maruti Swift Dzire,725000.0,2020,Petrol,20000.0,Maruti
Hyundai Verna,460000.0,2016,Diesel,120000.0,Hyundai
Hyundai Verna,450000.0,2015,Diesel,120000.0,Hyundai
Mahindra Bolero,320000.0,2010,Diesel,120000.0,Mahindra
Ford Ecosport,850000.0,2019,Diesel,71000.0,Ford
Volkswagen Vento,500000.0,2014,Diesel,53000.0,Volkswagen
Volkswagen Polo,550000.0,2017,Diesel,75000.0,Volkswagen
Maruti Wagon R,560000.0,2020,Petrol,23573.0,Maruti
Ford Ecosport,800000.0,2018,Diesel,76200.0,Ford
Hyundai Santro Xing,180000.0,2007,Petrol,85000.0,Hyundai
Maruti Alto K10,270000.0,2014,Petrol,62000.0,Maruti
Hyundai Aura,735000.0,2020,Petrol,16603.0,Hyundai
Hyundai EON,308000.0,2018,Petrol,43571.0,Hyundai
Maruti Alto 800,380000.0,2020,Petrol,28328.0,Maruti
Maruti Swift,460000.0,2014,Diesel,115000.0,Maruti
Honda WR-V,657000.0,2017,Petrol,40282.0,Honda
Maruti Alto 800,255000.0,2016,Petrol,57826.0,Maruti
Volkswagen Polo,450000.0,2016,Petrol,85400.0,Volkswagen
Hyundai i20,480000.0,2014,Petrol,74000.0,Hyundai
Mahindra Bolero Power Plus,825000.0,2018,Diesel,66000.0,Mahindra
Maruti Vitara Brezza,894999.9999999999,2018,Diesel,65580.0,Maruti
Volkswagen Polo,450000.0,2014,Diesel,91200.0,Volkswagen
Ford Ecosport,590000.0,2015,Diesel,65000.0,Ford
Hyundai i20,670000.0,2017,Diesel,84250.0,Hyundai
Maruti Swift,230000.0,2007,Diesel,93155.0,Maruti
BMW 3 Series,1425000.0,2014,Diesel,79412.0,BMW
Skoda Rapid,810000.0,2019,Diesel,68140.0,Skoda
Maruti Ritz,189000.0,2014,Diesel,79883.0,Maruti
Hyundai Getz,28001.0,2007,Petrol,100048.0,Hyundai
Honda Amaze,270000.0,2014,Diesel,110712.0,Honda
Tata Tiago,410000.0,2017,Petrol,67653.0,Tata
Hyundai i10,296000.0,2015,Petrol,58066.0,Hyundai
Honda Amaze,576000.0,2019,Petrol,71053.0,Honda
Volkswagen Polo,623000.0,2018,Diesel,76977.0,Volkswagen
Tata Indica,80000.0,2009,Diesel,150729.0,Tata
Kia Carens,1750000.0,2022,Diesel,15000.0,Kia
Honda New Accord,35840.0,2007,Petrol,144103.0,Honda
Honda Amaze,750000.0,2022,Petrol,19726.0,Honda
Audi Q5,1764999.9999999998,2013,Diesel,60267.0,Audi
Hyundai Elantra,900000.0,2013,Diesel,120931.0,Hyundai
Tata Nexon,950000.0,2022,Petrol,12111.0,Tata
Chevrolet Cruze,450000.0,2016,Diesel,121671.0,Chevrolet
Maruti Vitara Brezza,894999.9999999999,2019,Diesel,65573.0,Maruti
Hyundai i10,250000.0,2009,Petrol,52887.0,Hyundai
Honda CR-V,1285000.0,2015,Petrol,48457.0,Honda
Nissan Micra Active,325000.0,2013,Petrol,51088.0,Nissan
Maruti Wagon R,350000.0,2015,Petrol,0.0,Maruti
Kia Seltos,1390000.0,2021,Petrol,22000.0,Kia
Hyundai Verna,823000.0,2018,Petrol,45316.0,Hyundai
Kia Seltos,1395000.0,2019,Petrol,16858.0,Kia
Toyota Innova,790000.0,2014,Diesel,105000.0,Toyota
Renault KWID,342000.0,2019,Petrol,31850.0,Renault
Honda Amaze,270000.0,2013,Diesel,135213.0,Honda
Honda Amaze,358000.0,2014,Diesel,88378.0,Honda
Maruti Swift Dzire,500000.0,2016,Diesel,191867.0,Maruti
Maruti Swift Dzire,410000.0,2012,Diesel,65808.0,Maruti
Nissan Magnite,650000.0,2021,Petrol,20135.0,Nissan
MG Hector,1500000.0,2020,Petrol,33831.0,MG
Maruti Wagon R,380000.0,2018,Petrol,61334.0,Maruti
BMW 3 Series,1700000.0,2017,Diesel,69383.0,BMW
Mahindra Scorpio,450000.0,2009,Diesel,157312.0,Mahindra
Hyundai i20,500000.0,2017,Petrol,51531.0,Hyundai
Kia Seltos,945000.0,2019,Diesel,88098.0,Kia
Honda BR-V,525000.0,2016,Diesel,96000.0,Honda
Hyundai Venue,975000.0,2019,Diesel,77901.0,Hyundai
Skoda Laura,564000.0,2008,Diesel,133946.0,Skoda
Hyundai i10,326000.0,2016,Petrol,70593.0,Hyundai
Hyundai i20,465000.00000000006,2015,Petrol,82556.0,Hyundai
Maruti Wagon R,180000.0,2009,Petrol,42160.0,Maruti
Maruti Swift Dzire,710000.0,2018,Diesel,99367.0,Maruti
Hyundai Verna,794000.0,2018,Petrol,95329.0,Hyundai
Maruti Swift Dzire,465000.00000000006,2015,Petrol,72000.0,Maruti
Hyundai i20,150000.0,2011,Diesel,137537.0,Hyundai
Honda City,520000.0,2014,Diesel,98000.0,Honda
Chevrolet Cruze,361000.0,2010,Diesel,152098.0,Chevrolet
Renault Scala,390000.0,2013,Diesel,88329.0,Renault
Maruti Ritz,93982.0,2009,Petrol,114866.0,Maruti
Maruti Baleno,600000.0,2021,Petrol,27723.0,Maruti
Toyota Corolla Altis,395000.0,2009,Petrol,57847.0,Toyota
Hyundai Verna,980000.0,2021,Petrol,46557.0,Hyundai
Maruti Wagon R,360000.0,2016,Petrol,37983.0,Maruti
Maruti Alto,68063.0,2010,Petrol,152783.0,Maruti
Mercedes-Benz C-Class,1250000.0,2012,Diesel,69856.0,Mercedes-Benz
Maruti Swift,450000.0,2017,Petrol,50501.0,Maruti
Hyundai Aura,735000.0,2020,Petrol,16603.0,Hyundai
Maruti Celerio,500000.0,2020,Cng,40960.0,Maruti
Hyundai Grand i10,485000.0,2018,Petrol,65000.0,Hyundai
Maruti Swift,429000.0,2014,Diesel,74232.0,Maruti
Maruti Wagon R,347000.0,2015,Petrol,38892.0,Maruti
Hyundai Verna,695000.0,2016,Diesel,72602.0,Hyundai
Maruti Swift Dzire,400000.0,2013,Petrol,63959.0,Maruti
Tata Altroz,900000.0,2022,Petrol,10801.0,Tata
Toyota Fortuner,1300000.0,2015,Diesel,86580.0,Toyota
Skoda Rapid,330000.0,2015,Petrol,30751.0,Skoda
Maruti Wagon R,250000.0,2014,Petrol,151231.0,Maruti
Kia Seltos,1575000.0,2020,Diesel,49000.0,Kia
Kia Seltos,1475000.0,2019,Petrol,49000.0,Kia
Mercedes-Benz C-Class,225000.0,2006,Diesel,147640.0,Mercedes-Benz
Audi A4,1370000.0,2013,Diesel,55000.0,Audi
Honda WR-V,900000.0,2022,Petrol,17284.0,Honda
Hyundai Xcent,300000.0,2014,Diesel,100076.0,Hyundai
Chevrolet Spark,60000.0,2011,Petrol,105180.0,Chevrolet
Maruti Alto 800,272000.0,2018,Petrol,85648.0,Maruti
Maruti Swift,509000.0,2018,Petrol,97229.0,Maruti
Maruti Baleno,470000.0,2016,Diesel,74850.0,Maruti
Maruti S-Presso,539000.0,2022,Cng,18484.0,Maruti
Maruti Swift,544000.0,2018,Petrol,52509.0,Maruti
Hyundai Accent,142000.0,2006,Petrol,94970.0,Hyundai
Hyundai i10,345000.0,2016,Petrol,57000.0,Hyundai
Skoda Rapid,965000.0,2018,Diesel,91547.0,Skoda
Maruti Swift Dzire,280000.0,2011,Petrol,42601.0,Maruti
Maruti Ertiga,450000.0,2013,Diesel,208978.0,Maruti
Kia Seltos,1130000.0,2019,Diesel,31262.0,Kia
Ford Ecosport,775000.0,2018,Diesel,72000.0,Ford
Nissan Terrano,216000.0,2014,Diesel,152633.0,Nissan
Hyundai i20,600000.0,2017,Petrol,70000.0,Hyundai
Mahindra XUV500,1012000.0,2020,Diesel,97845.0,Mahindra
Maruti Swift,630000.0,2022,Petrol,18240.0,Maruti
Hyundai Santro,66000.0,1999,Petrol,81700.0,Hyundai
Tata Safari Storme,590000.0,2015,Diesel,90000.0,Tata
Hyundai Verna,875000.0,2018,Petrol,86703.0,Hyundai
Skoda Slavia,1110000.0,2022,Petrol,16000.0,Skoda
Hyundai EON,280000.0,2018,Petrol,48409.0,Hyundai
Maruti Swift,364000.0,2012,Petrol,102912.0,Maruti
Renault KWID,352000.0,2019,Petrol,37025.0,Renault
Nissan Micra Active,215000.0,2015,Petrol,164910.0,Nissan
Volkswagen Vento,300000.0,2012,Diesel,68243.0,Volkswagen
Hyundai i10,231000.0,2012,Petrol,110728.0,Hyundai
Hyundai Verna,1156000.0,2020,Diesel,69492.0,Hyundai
Maruti Swift,400000.0,2013,Diesel,72480.0,Maruti
Hyundai i20,500000.0,2016,Petrol,120094.0,Hyundai
Maruti Swift,350000.0,2013,Diesel,118149.0,Maruti
Kia Seltos,1420000.0,2020,Petrol,29000.0,Kia
Honda Brio,385000.0,2015,Petrol,68000.0,Honda
Tata Nexon EV,1200000.0,2021,Electric,55463.0,Tata
Tata Nexon EV,1400000.0,2022,Electric,26455.0,Tata
Maruti Omni,94353.0,2014,Petrol,45663.0,Maruti
Maruti Alto 800,96295.0,2012,Petrol,62626.0,Maruti
Maruti Eeco,570000.0,2022,Cng,32317.0,Maruti
Hyundai i20,117000.0,2010,Petrol,65733.0,Hyundai
Tata Altroz,537000.0,2020,Petrol,21388.0,Tata
Maruti Swift Dzire,678000.0,2019,Diesel,71448.0,Maruti
Honda Amaze,541000.0,2018,Petrol,63385.0,Honda
Hyundai i20,578000.0,2019,Petrol,60048.0,Hyundai
Tata Tigor EV,1490000.0,2022,Electric,44351.0,Tata
Hyundai EON,200000.0,2015,Petrol,45926.0,Hyundai
Maruti Vitara Brezza,750000.0,2021,Petrol,19876.0,Maruti
Hyundai i20,675000.0,2017,Diesel,69000.0,Hyundai
Maruti Vitara Brezza,894999.9999999999,2021,Petrol,65000.0,Maruti
Hyundai Grand i10,420000.0,2015,Petrol,37386.0,Hyundai
Maruti Baleno,550000.0,2020,Petrol,104590.0,Maruti
Maruti Swift Dzire,725000.0,2021,Petrol,57794.0,Maruti
Ford Ecosport,420000.0,2015,Diesel,105072.0,Ford
Honda Civic,150000.0,2007,Petrol,176550.0,Honda
Hyundai Verna,785000.0,2016,Diesel,52000.0,Hyundai
Tata Altroz,460000.0,2020,Petrol,26124.0,Tata
Maruti Ciaz,750000.0,2018,Petrol,35925.0,Maruti
Mahindra Renault Logan,73000.0,2008,Petrol,64816.0,Mahindra Renault
Mahindra Bolero,108000.0,2008,Diesel,92701.0,Mahindra
Maruti Celerio,419000.00000000006,2019,Petrol,38439.0,Maruti
Ford Ecosport,549000.0,2017,Petrol,45531.0,Ford
Maruti Swift Dzire,710000.0,2021,Petrol,33000.0,Maruti
Maruti Swift,426000.0,2015,Petrol,71098.0,Maruti
Mahindra XUV500,633000.0,2014,Diesel,99432.0,Mahindra
Maruti Esteem,110000.0,2005,Petrol,44777.0,Maruti
Renault KWID,440000.00000000006,2020,Petrol,24068.0,Renault
Ford Figo,250000.0,2013,Diesel,85445.0,Ford
Volkswagen Jetta,477000.0,2008,Diesel,112097.0,Volkswagen
Hyundai Grand i10,470000.0,2017,Diesel,80008.0,Hyundai
Volkswagen Vento,400000.0,2013,Diesel,96496.0,Volkswagen
Nissan Terrano,550000.0,2014,Diesel,75744.0,Nissan
Maruti Ignis,545000.0,2017,Diesel,70000.0,Maruti
Hyundai i20 Active,565000.0,2015,Diesel,85000.0,Hyundai
Maruti Alto 800,410000.0,2022,Petrol,15092.0,Maruti
Honda Amaze,380000.0,2014,Petrol,117131.0,Honda
Maruti Wagon R Stingray,400000.0,2016,Petrol,32802.0,Maruti
Maruti Baleno,650000.0,2016,Petrol,39201.0,Maruti
Kia Seltos,1260000.0,2019,Diesel,101884.0,Kia
Maruti Swift,450000.0,2014,Diesel,152702.0,Maruti
Hyundai EON,210000.0,2014,Petrol,74729.0,Hyundai
Tata Nexon,990000.0,2022,Petrol,9009.0,Tata
Maruti SX4 S Cross,1059000.0,2020,Petrol,10785.0,Maruti
Hyundai Grand i10,426000.0,2017,Petrol,85374.0,Hyundai
Hyundai i10,175000.0,2011,Petrol,36495.0,Hyundai
Volkswagen Polo,220000.00000000003,2012,Diesel,57095.0,Volkswagen
Hyundai i20,1000000.0,2022,Diesel,20199.0,Hyundai
Renault KWID,530000.0,2022,Petrol,1782.0,Renault
Hyundai Creta,700000.0,2017,Petrol,182946.0,Hyundai
Renault KWID,299000.0,2019,Petrol,20685.0,Renault
Hyundai EON,250000.0,2015,Petrol,51284.0,Hyundai
Maruti Ertiga,894999.9999999999,2020,Petrol,83000.0,Maruti
Maruti Alto 800,322000.0,2019,Petrol,36661.0,Maruti
Mahindra Thar,1400000.0,2022,Petrol,44143.0,Mahindra
Honda City,150000.0,2006,Petrol,108168.0,Honda
Maruti Alto K10,310000.0,2018,Petrol,69475.0,Maruti
Mahindra XUV500,500000.0,2013,Diesel,96294.0,Mahindra
Hyundai Creta,825000.0,2017,Petrol,48000.0,Hyundai
Maruti Vitara Brezza,810000.0,2018,Diesel,34970.0,Maruti
Hyundai Aura,649000.0,2020,Petrol,49931.0,Hyundai
Maruti Baleno,670000.0,2018,Petrol,49500.0,Maruti
Kia Seltos,1525000.0,2019,Diesel,44376.0,Kia
Maruti Swift,655000.0,2018,Diesel,49225.0,Maruti
Tata Tiago,493000.0,2020,Petrol,68843.0,Tata
Maruti Wagon R,325000.0,2009,Petrol,60318.0,Maruti
Maruti Swift,550000.0,2018,Diesel,101014.0,Maruti
Renault KWID,376000.0,2020,Petrol,44319.0,Renault
Volkswagen Polo,337000.0,2017,Petrol,49422.0,Volkswagen
Tata Nexon,1045000.0,2021,Petrol,44934.0,Tata
Maruti Swift Dzire,118000.0,2011,Diesel,251066.0,Maruti
Maruti Ciaz,436000.00000000006,2017,Diesel,208708.0,Maruti
Maruti Wagon R,75697.0,2009,Lpg,75426.0,Maruti
Hyundai Venue,861000.0,2020,Petrol,36107.0,Hyundai
Honda WR-V,590000.0,2019,Petrol,50854.0,Honda
Hyundai Grand i10 Nios,553000.0,2020,Petrol,7985.0,Hyundai
Mahindra TUV 300,429000.0,2017,Diesel,47913.0,Mahindra
Maruti Baleno,500000.0,2017,Petrol,138907.0,Maruti
Maruti Ritz,108000.0,2010,Diesel,201161.0,Maruti
Mahindra XUV500,482000.0,2015,Diesel,124143.0,Mahindra
Honda Amaze,422000.0,2017,Petrol,65396.0,Honda
Hyundai i10,206000.0,2011,Petrol,45746.0,Hyundai
Maruti Ciaz,630000.0,2017,Petrol,90560.0,Maruti
Honda CR-V,1390000.0,2015,Petrol,48350.0,Honda
Honda Amaze,525000.0,2017,Diesel,66000.0,Honda
Maruti Alto 800,364000.0,2022,Petrol,1989.0,Maruti
Hyundai EON,200000.0,2014,Petrol,110818.0,Hyundai
Hyundai Creta,975000.0,2017,Diesel,89000.0,Hyundai
Mahindra KUV 100 NXT,250000.0,2018,Petrol,67225.0,Mahindra
Tata Harrier,1300000.0,2020,Diesel,96937.0,Tata
Maruti Swift,200000.0,2010,Diesel,160145.0,Maruti
Honda Mobilio,450000.0,2015,Petrol,85017.0,Honda
Hyundai i10,150000.0,2009,Petrol,86719.0,Hyundai
Hyundai Santro Xing,55000.0,2006,Petrol,85254.0,Hyundai
Tata Manza,244000.0,2012,Diesel,106311.0,Tata
Honda Brio,350000.0,2018,Petrol,66328.0,Honda
Honda City,100000.0,1999,Petrol,132528.0,Honda
Hyundai i20,179000.0,2011,Diesel,183619.0,Hyundai
Mahindra Bolero Power Plus,900000.0,2019,Diesel,27019.0,Mahindra
Hyundai i10,190000.0,2011,Petrol,46848.0,Hyundai
Renault Kiger,547000.0,2021,Petrol,16424.0,Renault
Maruti Ciaz,510000.0,2015,Petrol,89525.0,Maruti
Hyundai Creta,1650000.0,2020,Diesel,39657.0,Hyundai
Skoda Kushaq,1000000.0,2021,Petrol,44516.0,Skoda
Maruti Swift Dzire,580000.0,2016,Diesel,129267.0,Maruti
Hyundai EON,250000.0,2017,Petrol,77497.0,Hyundai
Maruti Swift,310000.0,2015,Diesel,74953.0,Maruti
Maruti Ciaz,400000.0,2016,Diesel,153007.0,Maruti
Maruti Alto,94723.0,2008,Petrol,75415.0,Maruti
Maruti Ertiga,602000.0,2022,Petrol,32516.0,Maruti
Hyundai Santro Xing,70000.0,2005,Petrol,110833.0,Hyundai
Kia Sonet,900000.0,2022,Petrol,49972.0,Kia
Maruti Alto,54000.0,2006,Petrol,174077.0,Maruti
Maruti Alto,110000.0,2011,Petrol,72434.0,Maruti
Ford Aspire,300000.0,2015,Petrol,34185.0,Ford
Nissan Magnite,417000.0,2021,Petrol,29336.0,Nissan
Hyundai Grand i10,325000.0,2015,Petrol,71501.0,Hyundai
Kia Seltos,1200000.0,2019,Petrol,68279.0,Kia
Maruti Swift Dzire,211000.0,2012,Diesel,99761.0,Maruti
Kia Seltos,1450000.0,2021,Petrol,46865.0,Kia
Hyundai Grand i10,270000.0,2014,Diesel,158924.0,Hyundai
Hyundai i20,300000.0,2014,Diesel,94905.0,Hyundai
Honda City,442000.0,2014,Diesel,80607.0,Honda
Maruti Swift,508000.0,2020,Petrol,33055.0,Maruti
Mahindra XUV500,400000.0,2012,Diesel,91873.0,Mahindra
Chevrolet Optra,62000.0,2007,Petrol,72117.0,Chevrolet
Mahindra XUV500,415000.00000000006,2012,Diesel,160351.0,Mahindra
Maruti Vitara Brezza,755000.0,2018,Diesel,68280.0,Maruti
Maruti Alto K10,340000.0,2018,Petrol,47008.0,Maruti
Hyundai Verna,900000.0,2018,Diesel,104782.0,Hyundai
Maruti Ertiga,381000.0,2017,Petrol,107598.0,Maruti
Hyundai Creta,950000.0,2019,Diesel,90150.0,Hyundai
Maruti Ciaz,500000.0,2016,Diesel,77074.0,Maruti
Honda Amaze,731000.0,2021,Petrol,32293.0,Honda
Jeep Compass,1200000.0,2018,Petrol,69510.0,Jeep
Jeep Compass,1000000.0,2018,Diesel,131511.0,Jeep
Maruti Swift,300000.0,2012,Diesel,145716.0,Maruti
Maruti Ciaz,607000.0,2017,Petrol,38943.0,Maruti
Maruti Zen,69000.0,2005,Petrol,96598.0,Maruti
Hyundai Creta,1600000.0,2021,Petrol,28807.0,Hyundai
BMW 5 Series,1275000.0,2012,Diesel,107000.0,BMW
Kia Sonet,995000.0,2020,Diesel,49503.0,Kia
Toyota Innova,1350000.0,2014,Diesel,137029.0,Toyota
Jeep Compass,1490000.0,2018,Petrol,34576.0,Jeep
Mahindra TUV 300,750000.0,2016,Diesel,40220.0,Mahindra
Maruti Baleno,675000.0,2018,Diesel,83083.0,Maruti
Toyota Fortuner,1050000.0,2010,Diesel,139208.0,Toyota
Maruti Alto K10,276000.0,2023,Petrol,40000.0,Maruti
Maruti Wagon R,182000.0,2016,Petrol,50000.0,Maruti
Maruti Esteem,50000.0,2005,Petrol,60000.0,Maruti
Renault Triber,600000.0,2023,Petrol,50000.0,Renault
Hyundai EON,130000.0,2011,Petrol,100000.0,Hyundai
Hyundai EON,130000.0,2012,Petrol,120000.0,Hyundai
Ford Figo,110000.0,2011,Petrol,70000.0,Ford
Maruti Zen Estilo,55000.0,2008,Petrol,50000.0,Maruti
Hyundai EON,130000.0,2011,Petrol,120000.0,Hyundai
Nissan Magnite,650000.0,2022,Petrol,20000.0,Nissan
Renault KWID,250000.0,2016,Petrol,40000.0,Renault
Maruti A-Star,110000.0,2010,Petrol,100000.0,Maruti
Nissan Magnite,730000.0,2021,Petrol,10000.0,Nissan
Maruti Alto,130000.0,2012,Cng,60000.0,Maruti
Maruti Alto 800,330000.0,2021,Petrol,20000.0,Maruti
Maruti Swift Dzire,600000.0,2020,Petrol,30000.0,Maruti
Renault Triber,600000.0,2020,Petrol,70000.0,Renault
Renault Triber,600000.0,2020,Petrol,70000.0,Renault
Maruti Wagon R,100000.0,2009,Petrol,50000.0,Maruti
Maruti Swift,335000.0,2013,Petrol,70000.0,Maruti
Mahindra Bolero Neo,1100000.0,2023,Diesel,30000.0,Mahindra
Ford Ecosport,400000.0,2014,Petrol,50000.0,Ford
Hyundai i20,300000.0,2011,Petrol,30000.0,Hyundai
Hyundai Santro Xing,180000.0,2011,Petrol,20000.0,Hyundai
Mahindra XUV300,1100000.0,2022,Diesel,20000.0,Mahindra
MG Hector,900000.0,2019,Petrol,50000.0,MG
Hyundai i20,230000.0,2012,Petrol,90000.0,Hyundai
Ford Figo,150000.0,2011,Diesel,60000.0,Ford
Maruti Celerio,400000.0,2018,Petrol,100000.0,Maruti
Citroen C3,700000.0,2022,Petrol,10000.0,Citroen
Ford Ecosport,600000.0,2017,Diesel,60000.0,Ford
Maruti Vitara Brezza,745000.0,2021,Petrol,40000.0,Maruti
Ford Figo,150000.0,2013,Diesel,120000.0,Ford
Ford Figo,150000.0,2013,Diesel,120000.0,Ford
Kia Seltos,1166000.0,2020,Diesel,70000.0,Kia
Maruti Wagon R,500000.0,2021,Petrol,10000.0,Maruti
Maruti Alto K10,350000.0,2018,Petrol,50000.0,Maruti
Tata Nexon,600000.0,2018,Diesel,50000.0,Tata
Datsun GO,225000.0,2016,Petrol,50000.0,Datsun
Mahindra Bolero,1000000.0,2021,Diesel,30000.0,Mahindra
Maruti Swift Dzire,190000.0,2010,Diesel,150000.0,Maruti
Porsche 911,600000.0,2020,Petrol,30000.0,Porsche
Mahindra Bolero Neo,950000.0,2021,Diesel,70000.0,Mahindra
Maruti Zen Estilo,150000.0,2010,Petrol,90000.0,Maruti
Maruti Alto,185000.0,2010,Petrol,50000.0,Maruti
Maruti 800,50000.0,1998,Petrol,80000.0,Maruti
Chevrolet Beat,150000.0,2014,Diesel,120000.0,Chevrolet
Honda Amaze,800000.0,2021,Petrol,20000.0,Honda
Mahindra Thar,450000.0,2017,Diesel,60000.0,Mahindra
Honda Amaze,430000.0,2016,Diesel,60000.0,Honda
Maruti Swift Dzire,225000.0,2011,Petrol,70000.0,Maruti
Maruti Alto,70000.0,2008,Petrol,150000.0,Maruti
Hyundai i10,175000.0,2010,Petrol,30000.0,Hyundai
Hyundai Accent,100000.0,2008,Petrol,60000.0,Hyundai
Maruti Ertiga,600000.0,2017,Diesel,120000.0,Maruti
Maruti Swift Dzire,200000.0,2011,Petrol,100000.0,Maruti
Mahindra Scorpio,1600000.0,2020,Diesel,50000.0,Mahindra
Hyundai Santro Xing,100000.0,2007,Petrol,70000.0,Hyundai
Mahindra XUV300,1200000.0,2022,Petrol,10000.0,Mahindra
Mahindra XUV300,1070000.0,2020,Petrol,50000.0,Mahindra
Hyundai EON,248000.0,2015,Petrol,80000.0,Hyundai
Maruti Alto 800,400000.0,2020,Petrol,40000.0,Maruti
Maruti Alto,125000.0,2007,Petrol,70000.0,Maruti
Honda Jazz,400000.0,2016,Diesel,150000.0,Honda
Honda Amaze,900000.0,2021,Diesel,40000.0,Honda
Maruti Alto 800,310000.0,2020,Petrol,30000.0,Maruti
Maruti Swift Dzire,350000.0,2014,Petrol,80000.0,Maruti
Jeep Compass,1300000.0,2017,Diesel,80000.0,Jeep
Honda WR-V,850000.0,2021,Petrol,20000.0,Honda
Chevrolet Spark,90000.0,2009,Petrol,70000.0,Chevrolet
Mahindra XUV500,500000.0,2012,Diesel,120000.0,Mahindra
Honda WR-V,950000.0,2022,Petrol,20000.0,Honda
Jeep Compass,1214000.0,2018,Diesel,150000.0,Jeep
Hyundai Aura,670000.0,2021,Petrol,20000.0,Hyundai
Maruti 800,50000.0,2004,Petrol,80000.0,Maruti
Maruti Vitara Brezza,850000.0,2017,Diesel,90000.0,Maruti
Renault KWID,300000.0,2017,Petrol,30000.0,Renault
Maruti Alto 800,330000.0,2020,Petrol,30000.0,Maruti
Maruti Vitara Brezza,750000.0,2018,Diesel,40000.0,Maruti
Hyundai Accent,70000.0,2005,Petrol,120000.0,Hyundai
Maruti Wagon R,80000.0,2006,Petrol,120000.0,Maruti
Maruti Wagon R,125000.0,2009,Petrol,60000.0,Maruti
Maruti Swift Dzire,250000.0,2009,Diesel,150000.0,Maruti
Maruti Alto 800,370000.0,2019,Petrol,60000.0,Maruti
Renault Duster,325000.0,2013,Diesel,150000.0,Renault
Maruti 800,45000.0,2006,Petrol,80000.0,Maruti
Tata New Safari,170000.0,2009,Diesel,100000.0,Tata
Mahindra Bolero Power Plus,800000.0,2019,Diesel,50000.0,Mahindra
Chevrolet Beat,122000.0,2012,Diesel,50000.0,Chevrolet
Hyundai i10,150000.0,2008,Petrol,60000.0,Hyundai
Maruti Alto 800,325000.0,2020,Petrol,30000.0,Maruti
Maruti 800,50000.0,2003,Petrol,80000.0,Maruti
Hyundai Venue,1100000.0,2022,Petrol,10000.0,Hyundai
Hyundai Accent,100000.0,2009,Lpg,150000.0,Hyundai
BMW 6 Series,700000.0,2006,Petrol,40000.0,BMW
Maruti Wagon R,125000.0,2009,Petrol,150000.0,Maruti
Tata Nexon,800000.0,2019,Petrol,60000.0,Tata
Renault Triber,780000.0,2021,Petrol,30000.0,Renault
Honda City,225000.0,2009,Petrol,120000.0,Honda
Tata Nexon,950000.0,2021,Petrol,50000.0,Tata
Maruti Swift,380000.0,2014,Diesel,150000.0,Maruti
Maruti Zen Estilo,90000.0,2007,Petrol,150000.0,Maruti
Maruti Alto 800,425000.0,2022,Petrol,10000.0,Maruti
Kia Seltos,1450000.0,2021,Petrol,30000.0,Kia
Maruti Baleno,590000.0,2018,Petrol,60000.0,Maruti
Maruti Baleno,590000.0,2018,Petrol,60000.0,Maruti
Maruti Alto 800,280000.0,2018,Petrol,50000.0,Maruti
Maruti Celerio,250000.0,2014,Petrol,120000.0,Maruti
Mahindra XUV500,500000.0,2013,Diesel,70000.0,Mahindra
Maruti SX4 S Cross,500000.0,2017,Diesel,150000.0,Maruti
Tata Nano,142000.0,2016,Petrol,50000.0,Tata
Mahindra KUV 100,300000.0,2016,Petrol,70000.0,Mahindra
Maruti Swift,650000.0,2021,Petrol,40000.0,Maruti
Maruti Swift,150000.0,2006,Petrol,120000.0,Maruti
Tata Tigor,500000.0,2019,Petrol,60000.0,Tata
Maruti A-Star,150000.0,2010,Petrol,150000.0,Maruti
Tata Indigo,161000.0,2011,Diesel,90000.0,Tata
Honda WR-V,1000000.0,2023,Petrol,10000.0,Honda
Tata Tiago,520000.0,2020,Petrol,50000.0,Tata
Mahindra TUV 300,725000.0,2016,Diesel,90000.0,Mahindra
Renault Triber,750000.0,2021,Petrol,30000.0,Renault
Maruti Alto K10,250000.0,2013,Petrol,40000.0,Maruti
Renault Duster,350000.0,2013,Diesel,150000.0,Renault
Hyundai i10,400000.0,2017,Lpg,120000.0,Hyundai
Maruti Alto,150000.0,2012,Petrol,100000.0,Maruti
Maruti Swift Dzire,460000.0,2016,Diesel,90000.0,Maruti
Maruti 800,40000.0,2004,Petrol,70000.0,Maruti
Chevrolet Sail,425000.0,2017,Diesel,150000.0,Chevrolet
Maruti Wagon R,100000.0,2005,Petrol,120000.0,Maruti
Maruti Baleno RS,650000.0,2019,Petrol,60000.0,Maruti
Maruti Ertiga,750000.0,2017,Diesel,100000.0,Maruti
Maruti Alto 800,456000.0,2022,Petrol,10000.0,Maruti
Renault Duster,350000.0,2013,Diesel,120000.0,Renault
Maruti Swift Dzire,375000.0,2015,Diesel,150000.0,Maruti
Mahindra Bolero,305000.0,2005,Diesel,120000.0,Mahindra
Hyundai Verna,400000.0,2012,Diesel,150000.0,Hyundai
Honda Amaze,400000.0,2016,Diesel,150000.0,Honda
Hyundai EON,230000.0,2017,Petrol,120000.0,Hyundai
Tata Altroz,725000.0,2021,Petrol,20000.0,Tata
Toyota Innova,425000.0,2009,Diesel,100000.0,Toyota
Volkswagen Vento,450000.0,2014,Petrol,30000.0,Volkswagen
